Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
11900	0.6419	-nan	0.6419	0.646494	0.0193706	0	0.7055	-nan	0.7055	0.707786	0.0482029	0	0.6662	-nan	0.6662	0.673522	0.070282	0
12000	0.6554	-nan	0.6554	0.652481	0.0287943	0	0.6857	-nan	0.6857	0.681292	0.0491852	0	0.6899	-nan	0.6899	0.691041	0.0749943	0
12100	0.6567	-nan	0.6567	0.658013	0.034223	0	0.6904	-nan	0.6904	0.685137	0.0474844	0	0.659	-nan	0.659	0.656858	0.0805161	0
12200	0.6454	-nan	0.6454	0.64816	0.0373092	0	0.6852	-nan	0.6852	0.683594	0.0353734	0	0.6653	-nan	0.6653	0.661039	0.0955654	0
12300	0.6603	-nan	0.6603	0.665076	0.038446	0	0.6682	-nan	0.6682	0.665949	0.0326567	0	0.6576	-nan	0.6576	0.659594	0.0949987	0
12400	0.6776	-nan	0.6776	0.666348	0.0304331	0	0.6613	-nan	0.6613	0.663799	0.0350506	0	0.6786	-nan	0.6786	0.688327	0.0934209	0
12500	0.6673	-nan	0.6673	0.668041	0.0249938	0	0.6654	-nan	0.6654	0.661673	0.0295143	0	0.6839	-nan	0.6839	0.683948	0.0753138	0
12600	0.6648	-nan	0.6648	0.667654	0.0210179	0	0.664	-nan	0.664	0.671583	0.0312869	0	0.676	-nan	0.676	0.685388	0.0670686	0
12700	0.681	-nan	0.681	0.674953	0.0227363	0	0.6623	-nan	0.6623	0.658429	0.0352749	0	0.6747	-nan	0.6747	0.675835	0.082886	0
12800	0.6699	-nan	0.6699	0.675076	0.0139779	0	0.6618	-nan	0.6618	0.658154	0.0344497	0	0.6643	-nan	0.6643	0.666419	0.0742053	0
12900	0.6794	-nan	0.6794	0.679765	0.0207815	0	0.6222	-nan	0.6222	0.628049	0.0277287	0	0.6593	-nan	0.6593	0.661228	0.0732759	0
13000	0.6761	-nan	0.6761	0.679126	0.0226005	0	0.6247	-nan	0.6247	0.626129	0.0390459	0	0.6744	-nan	0.6744	0.677718	0.0745654	0
13100	0.6995	-nan	0.6995	0.688899	0.0167173	0	0.6331	-nan	0.6331	0.637692	0.0438203	0	0.6644	-nan	0.6644	0.658908	0.0749552	0
13200	0.6841	-nan	0.6841	0.687543	0.0104751	0	0.6519	-nan	0.6519	0.647957	0.0488946	0	0.6362	-nan	0.6362	0.63809	0.0651328	0
