Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
240500	0.6392	0.320548	0.664293	0.659524	0.0204498	0.066	0.443	0.601575	0.389008	0.406127	0.485798	0.244	0.4789	0.539852	0.456241	0.42847	0.48924	0.275	0.6183	0.347826	0.631342	0.639459	0.0168275	0.061	0.503	0.480408	0.510331	0.466073	0.484657	0.234	0.4327	0.60292	0.368457	0.376004	0.464216	0.242	0.6216	0.389062	0.6375	0.64528	0.0211462	0.053	0.4413	0.585057	0.390528	0.371788	0.472081	0.246	0.4719	0.537037	0.45672	0.462039	0.49202	0.181	0.5244	0.449515	0.543829	0.538181	0.476464	0.22
241000	0.6559	0.355556	0.676094	0.669686	0.0196818	0.067	0.4936	0.522013	0.488228	0.49905	0.484302	0.166	0.5291	0.462937	0.54014	0.529071	0.492161	0.142	0.6213	0.355556	0.636469	0.62817	0.0251507	0.054	0.4704	0.545353	0.442818	0.417914	0.481035	0.238	0.5395	0.451456	0.562343	0.539471	0.488678	0.179	0.6437	0.346512	0.657053	0.651529	0.0157113	0.042	0.4523	0.571375	0.408482	0.415507	0.471788	0.262	0.4282	0.625098	0.360805	0.374232	0.469193	0.284	0.4646	0.56157	0.433641	0.445684	0.48626	0.266
241500	0.6618	0.321212	0.685867	0.683484	0.0166918	0.051	0.4787	0.506573	0.471156	0.492509	0.495589	0.22	0.5423	0.432335	0.564346	0.575836	0.486473	0.162	0.6212	0.365385	0.642842	0.637375	0.0282667	0.079	0.4476	0.594425	0.388499	0.384143	0.473759	0.284	0.4313	0.630241	0.349647	0.373527	0.475971	0.309	0.6567	0.289796	0.675605	0.669138	0.0184691	0.047	0.4973	0.48494	0.49976	0.511054	0.492515	0.18	0.4608	0.559825	0.431388	0.449751	0.48738	0.234	0.4732	0.514108	0.460211	0.457017	0.488133	0.233
242000	0.6519	0.326786	0.671186	0.673876	0.0143837	0.06	0.4971	0.50146	0.495455	0.504647	0.488589	0.264	0.4621	0.576534	0.418257	0.405315	0.487177	0.305	0.6173	0.346667	0.644066	0.654195	0.0405702	0.072	0.4849	0.537594	0.465804	0.489244	0.489042	0.273	0.5165	0.484431	0.522929	0.557042	0.489043	0.158	0.6583	0.312121	0.682762	0.689436	0.0241004	0.067	0.4937	0.492544	0.494041	0.491999	0.492646	0.229	0.4967	0.5108	0.492	0.48213	0.495002	0.254	0.4873	0.516292	0.481022	0.511877	0.486549	0.171
242500	0.6426	0.331915	0.657922	0.663419	0.0150305	0.048	0.5059	0.486885	0.510159	0.514795	0.492453	0.206	0.5201	0.475709	0.534661	0.527271	0.493048	0.251	0.6525	0.357895	0.670308	0.664936	0.013843	0.059	0.4482	0.603802	0.392673	0.407505	0.488413	0.249	0.535	0.461722	0.554362	0.558525	0.487659	0.208	0.6137	0.367647	0.631652	0.64427	0.0139912	0.064	0.424	0.608889	0.355616	0.387868	0.478926	0.277	0.4605	0.564659	0.425965	0.445857	0.492885	0.229	0.4792	0.525126	0.46779	0.4644	0.485846	0.214
243000	0.6268	0.4	0.643609	0.643772	0.0330289	0.068	0.4976	0.494714	0.498448	0.482931	0.490665	0.228	0.4638	0.550463	0.439923	0.452508	0.492815	0.232	0.6443	0.33494	0.672301	0.670311	0.0226685	0.095	0.4852	0.54	0.464932	0.466641	0.494846	0.262	0.463	0.561868	0.428802	0.442709	0.490733	0.252	0.6208	0.372881	0.636344	0.639017	0.0111171	0.068	0.488	0.530726	0.478685	0.52047	0.484145	0.172	0.4718	0.524255	0.455686	0.437234	0.481472	0.234	0.4937	0.512088	0.489609	0.51415	0.482771	0.187
243500	0.5911	0.413433	0.603859	0.605236	0.0218031	0.061	0.4583	0.553646	0.435644	0.452313	0.471926	0.204	0.4684	0.543379	0.447375	0.458676	0.492238	0.192	0.6615	0.333333	0.675887	0.677627	0.0138859	0.039	0.4729	0.541475	0.453895	0.468492	0.492436	0.231	0.4611	0.564602	0.430879	0.444601	0.48673	0.227	0.6382	0.321875	0.648657	0.650328	0.0357045	0.028	0.5053	0.511413	0.503922	0.505378	0.482261	0.186	0.5156	0.48299	0.523449	0.526492	0.487962	0.186	0.4787	0.54246	0.457219	0.449578	0.488766	0.258
244000	0.6107	0.359701	0.628725	0.622836	0.0393069	0.064	0.5004	0.498947	0.500741	0.519113	0.48757	0.19	0.517	0.459686	0.530532	0.51044	0.49178	0.184	0.6828	0.301923	0.703692	0.698615	0.0255456	0.057	0.4316	0.626129	0.344203	0.342058	0.460291	0.312	0.4877	0.504545	0.482949	0.47807	0.480628	0.22	0.6284	0.354237	0.64559	0.648759	0.0281392	0.06	0.4564	0.544151	0.424762	0.434488	0.484217	0.278	0.4671	0.558238	0.434912	0.426377	0.481855	0.258	0.4796	0.542593	0.462245	0.438057	0.4778	0.219
244500	0.5854	0.429412	0.596781	0.59571	0.0521392	0.063	0.4748	0.528241	0.460077	0.482034	0.484242	0.218	0.4389	0.614226	0.383837	0.406527	0.483897	0.232	0.6806	0.288	0.701263	0.701528	0.022666	0.055	0.4547	0.536	0.431097	0.441682	0.493207	0.255	0.4469	0.581496	0.401072	0.402585	0.477636	0.25	0.6046	0.346429	0.619915	0.619307	0.0459163	0.05	0.5197	0.493162	0.527807	0.516516	0.489159	0.235	0.4922	0.505634	0.486872	0.431371	0.486935	0.271	0.4674	0.571004	0.429275	0.413466	0.485091	0.248
245000	0.5722	0.434615	0.579747	0.588963	0.0415613	0.052	0.5099	0.490865	0.514899	0.518553	0.48318	0.195	0.4796	0.537037	0.461162	0.459529	0.490076	0.248	0.6629	0.3125	0.69337	0.689173	0.0147518	0.086	0.5108	0.440249	0.533202	0.482762	0.494778	0.261	0.497	0.484211	0.499638	0.496066	0.494279	0.181	0.6546	0.354762	0.667745	0.668225	0.0327009	0.042	0.5103	0.490347	0.517274	0.527764	0.491947	0.241	0.5009	0.516425	0.496847	0.508211	0.492318	0.208	0.5273	0.49548	0.534143	0.553227	0.483172	0.189
245500	0.5704	0.451724	0.577707	0.576122	0.0636779	0.057	0.4725	0.533333	0.448252	0.448343	0.492388	0.271	0.4664	0.576087	0.433636	0.462435	0.489223	0.241	0.667	0.312195	0.682169	0.684632	0.0323802	0.049	0.4766	0.540833	0.456316	0.486195	0.48946	0.227	0.4795	0.529016	0.467658	0.487153	0.487692	0.178	0.6439	0.323529	0.667275	0.67514	0.0151737	0.068	0.4548	0.553381	0.416273	0.417559	0.485158	0.269	0.5012	0.507609	0.499755	0.492099	0.495707	0.194	0.4335	0.574057	0.395685	0.433555	0.484851	0.209
246000	0.5948	0.389655	0.607431	0.609404	0.0814822	0.064	0.4938	0.499119	0.492238	0.49087	0.494846	0.24	0.4666	0.567442	0.431536	0.430591	0.48628	0.26	0.658	0.351282	0.683948	0.670746	0.0188827	0.083	0.4824	0.524762	0.471139	0.478782	0.487579	0.217	0.524	0.446196	0.541544	0.551538	0.484771	0.188	0.6201	0.391803	0.634931	0.635971	0.0190073	0.065	0.4854	0.541367	0.46385	0.44436	0.488931	0.282	0.4744	0.5325	0.456053	0.441392	0.487722	0.257	0.4918	0.523792	0.480027	0.474325	0.488209	0.258
246500	0.5792	0.407407	0.589006	0.592374	0.0769416	0.05	0.501	0.500441	0.501164	0.49754	0.490762	0.246	0.4693	0.543019	0.442721	0.418011	0.484147	0.248	0.6507	0.32619	0.664927	0.657758	0.02755	0.05	0.4914	0.501571	0.488999	0.476784	0.493954	0.196	0.4513	0.582716	0.409115	0.426975	0.485362	0.251	0.6256	0.346875	0.644658	0.644136	0.0279297	0.067	0.4685	0.53252	0.447613	0.455801	0.487049	0.242	0.4842	0.530986	0.471537	0.441977	0.490135	0.193	0.4871	0.5	0.484734	0.484578	0.483049	0.134
247000	0.5943	0.360656	0.609478	0.612882	0.0459528	0.061	0.4582	0.568889	0.426065	0.404859	0.477094	0.2	0.4842	0.508543	0.478152	0.48152	0.487117	0.193	0.6416	0.385	0.652292	0.649404	0.046821	0.037	0.4927	0.510965	0.487306	0.464477	0.488287	0.233	0.4748	0.542982	0.454663	0.486322	0.486381	0.236	0.6254	0.322124	0.664036	0.665826	0.0270982	0.119	0.4857	0.535349	0.472102	0.445671	0.49012	0.231	0.4634	0.589531	0.415076	0.395714	0.474513	0.263	0.5148	0.470492	0.524725	0.519248	0.474634	0.183
247500	0.6157	0.34375	0.629412	0.633888	0.0236865	0.042	0.4391	0.596657	0.361848	0.335304	0.462243	0.325	0.5143	0.4965	0.51875	0.506193	0.491254	0.184	0.579	0.422581	0.589339	0.592405	0.0413307	0.059	0.4887	0.503404	0.484183	0.489123	0.49437	0.238	0.5412	0.426036	0.564621	0.56299	0.491163	0.191	0.6413	0.307292	0.67677	0.679062	0.0166283	0.098	0.4936	0.506838	0.489556	0.515614	0.490496	0.229	0.5072	0.48806	0.512015	0.488304	0.488707	0.202	0.5425	0.418357	0.574905	0.549384	0.479842	0.211
248000	0.6262	0.386	0.638842	0.638786	0.0247088	0.051	0.4928	0.503239	0.489376	0.496851	0.493001	0.263	0.471	0.541038	0.452157	0.463142	0.494425	0.227	0.6471	0.357895	0.664581	0.662378	0.0663508	0.063	0.5213	0.449393	0.544887	0.573673	0.48176	0.24	0.4471	0.590833	0.401711	0.419086	0.489939	0.247	0.6471	0.332143	0.675983	0.669268	0.0256954	0.107	0.519	0.499561	0.524741	0.512381	0.491345	0.247	0.4811	0.551172	0.456989	0.449116	0.49238	0.234	0.4795	0.553788	0.452853	0.442139	0.482973	0.257
248500	0.6363	0.346	0.651579	0.655307	0.0473574	0.047	0.4833	0.529592	0.472015	0.475771	0.489484	0.19	0.471	0.541633	0.448079	0.428468	0.488716	0.252	0.6588	0.317568	0.686069	0.683904	0.0265942	0.082	0.4535	0.572034	0.416885	0.415762	0.482128	0.227	0.5595	0.416552	0.583743	0.556229	0.488328	0.138	0.653	0.350847	0.671945	0.660746	0.0331009	0.051	0.5247	0.48	0.538816	0.547734	0.491218	0.229	0.4648	0.562069	0.430447	0.440939	0.490915	0.276	0.5036	0.489119	0.507063	0.516067	0.487647	0.192
249000	0.6309	0.390196	0.643836	0.644812	0.0733661	0.048	0.5485	0.408531	0.585932	0.568422	0.486852	0.224	0.4642	0.57138	0.418919	0.404786	0.483395	0.299	0.6585	0.293333	0.681809	0.681429	0.0361894	0.069	0.4996	0.473733	0.506769	0.48074	0.490459	0.223	0.4769	0.530603	0.460677	0.471686	0.49252	0.246	0.6343	0.342	0.649684	0.650163	0.0349601	0.054	0.473	0.559227	0.446806	0.44328	0.4827	0.23	0.4649	0.571861	0.43277	0.42558	0.487438	0.243	0.4428	0.633108	0.362784	0.367476	0.466739	0.289
249500	0.599	0.357812	0.615491	0.620157	0.0315016	0.069	0.4389	0.585232	0.393447	0.407865	0.485447	0.226	0.5183	0.48503	0.52497	0.522327	0.482868	0.17	0.6924	0.29375	0.719658	0.712445	0.0252768	0.068	0.4831	0.513107	0.475315	0.483565	0.486466	0.192	0.4694	0.569498	0.434413	0.434837	0.492548	0.252	0.6495	0.343077	0.670802	0.673586	0.0476187	0.075	0.436	0.627778	0.358427	0.352311	0.467865	0.279	0.4472	0.606597	0.382725	0.368853	0.47177	0.296	0.4727	0.485165	0.469927	0.489468	0.484347	0.171
250000	0.6031	0.4125	0.611042	0.614662	0.0369457	0.046	0.4964	0.510588	0.491544	0.467855	0.493514	0.243	0.4872	0.502299	0.481867	0.459667	0.483531	0.271	0.667	0.292453	0.687962	0.694157	0.0317867	0.06	0.4743	0.54797	0.446914	0.419939	0.484732	0.269	0.4862	0.506364	0.480513	0.487897	0.488775	0.216	0.6578	0.346	0.674211	0.668174	0.0368399	0.046	0.4967	0.510194	0.493199	0.487865	0.491901	0.19	0.494	0.50757	0.489453	0.469953	0.492543	0.256	0.504	0.48927	0.508475	0.47864	0.488858	0.211
250500	0.6099	0.358974	0.620083	0.617863	0.0458879	0.047	0.4664	0.568259	0.424187	0.433475	0.482692	0.276	0.5494	0.426154	0.579255	0.558523	0.475246	0.189	0.6391	0.315714	0.663441	0.673827	0.0165608	0.066	0.4458	0.574532	0.398909	0.412936	0.482983	0.285	0.4811	0.530315	0.464343	0.476222	0.494148	0.254	0.6495	0.332075	0.667265	0.660663	0.0284009	0.039	0.5209	0.44955	0.54126	0.518911	0.495505	0.22	0.4623	0.57113	0.428121	0.413189	0.487553	0.25	0.5094	0.505532	0.510588	0.523486	0.488014	0.23
251000	0.6262	0.353191	0.639664	0.641611	0.060809	0.049	0.4526	0.578696	0.414935	0.45498	0.489277	0.239	0.5333	0.458197	0.55754	0.527334	0.494752	0.249	0.6636	0.303125	0.688248	0.679931	0.0243298	0.06	0.4402	0.609353	0.375069	0.348515	0.471047	0.268	0.5065	0.486473	0.511728	0.536686	0.485604	0.198	0.6633	0.318966	0.684501	0.677857	0.0352696	0.061	0.5237	0.476371	0.538401	0.524965	0.493668	0.212	0.5039	0.483799	0.508283	0.521213	0.492014	0.181	0.4716	0.517117	0.458612	0.433378	0.491569	0.246
251500	0.6833	0.288333	0.708511	0.706417	0.0392931	0.062	0.4966	0.510526	0.493727	0.491089	0.491697	0.159	0.4576	0.57582	0.419444	0.465718	0.495062	0.237	0.6666	0.375	0.67875	0.675759	0.0312488	0.041	0.4609	0.569	0.414571	0.415103	0.480787	0.28	0.4487	0.561574	0.417602	0.427409	0.484921	0.229	0.6441	0.316667	0.669504	0.672745	0.0185247	0.078	0.5189	0.457746	0.535451	0.531533	0.491468	0.219	0.4549	0.597651	0.394302	0.387675	0.479763	0.302	0.4559	0.544954	0.431074	0.442184	0.492817	0.252
252000	0.6904	0.276923	0.72538	0.727763	0.0306598	0.073	0.4518	0.579279	0.415424	0.409944	0.482208	0.232	0.4723	0.564261	0.434556	0.421406	0.485829	0.279	0.6263	0.346835	0.650271	0.648594	0.0207116	0.063	0.4611	0.571119	0.418949	0.432824	0.490425	0.256	0.4927	0.509091	0.488077	0.463083	0.492107	0.216	0.6499	0.356604	0.666315	0.663053	0.0111287	0.056	0.4579	0.589437	0.405726	0.404158	0.482456	0.266	0.5206	0.468966	0.531477	0.528323	0.486732	0.156	0.5005	0.487783	0.504108	0.497224	0.492037	0.241
252500	0.6674	0.337681	0.691837	0.682361	0.0365454	0.077	0.5153	0.459016	0.533466	0.518445	0.489482	0.23	0.4526	0.611913	0.391563	0.367169	0.471768	0.274	0.6398	0.366	0.654211	0.653382	0.0211639	0.058	0.5103	0.491379	0.514286	0.495486	0.488996	0.198	0.5353	0.463529	0.55	0.548924	0.478891	0.163	0.6763	0.387879	0.686143	0.680734	0.0184394	0.03	0.4824	0.515347	0.47406	0.497735	0.483008	0.202	0.4574	0.569065	0.414404	0.402332	0.485908	0.242	0.4777	0.521397	0.464721	0.472696	0.487794	0.251
253000	0.6419	0.3125	0.652789	0.658497	0.0422071	0.036	0.5322	0.464205	0.546723	0.557235	0.489008	0.191	0.4677	0.546304	0.440511	0.463355	0.476088	0.268	0.6216	0.370455	0.633159	0.63034	0.0272167	0.041	0.4579	0.562802	0.430517	0.433201	0.483995	0.217	0.4712	0.556618	0.439286	0.422196	0.482181	0.263	0.655	0.329032	0.676546	0.680809	0.0254052	0.075	0.463	0.557034	0.429444	0.416586	0.484926	0.245	0.4917	0.51422	0.485422	0.490822	0.49303	0.222	0.4908	0.496891	0.489343	0.481303	0.491622	0.198
253500	0.6446	0.34902	0.660485	0.665557	0.0380617	0.049	0.5207	0.465657	0.534289	0.517078	0.490246	0.193	0.4701	0.547348	0.442391	0.477767	0.489877	0.258	0.6237	0.339683	0.642796	0.637419	0.0199287	0.06	0.5169	0.487234	0.523768	0.529882	0.490267	0.198	0.4722	0.554864	0.443607	0.424003	0.49102	0.246	0.6505	0.354762	0.663466	0.661788	0.016046	0.048	0.4803	0.528631	0.464954	0.456644	0.488968	0.255	0.4799	0.534733	0.460434	0.446774	0.495476	0.269	0.4832	0.526271	0.469895	0.474566	0.494414	0.222
254000	0.6293	0.3375	0.654674	0.654786	0.0312058	0.06	0.4845	0.524074	0.469863	0.474899	0.488825	0.283	0.4608	0.584229	0.413037	0.402049	0.481541	0.287	0.612	0.394737	0.625133	0.62766	0.0177573	0.065	0.5186	0.491626	0.525471	0.498284	0.49043	0.186	0.4872	0.516837	0.479975	0.480071	0.490734	0.213	0.6272	0.375926	0.641543	0.643434	0.0168476	0.067	0.4648	0.568699	0.430902	0.405265	0.480719	0.256	0.5021	0.50625	0.500789	0.511818	0.486293	0.238	0.4637	0.57446	0.421053	0.407898	0.482648	0.253
254500	0.6406	0.374242	0.659422	0.652799	0.026632	0.075	0.478	0.517143	0.467595	0.485607	0.481363	0.209	0.4503	0.606009	0.402999	0.404769	0.485319	0.227	0.6085	0.391837	0.619664	0.615651	0.0187282	0.054	0.4685	0.536283	0.448708	0.445969	0.487157	0.23	0.454	0.562692	0.415811	0.420876	0.4855	0.25	0.6605	0.336538	0.67827	0.671125	0.0214848	0.06	0.5022	0.482258	0.506757	0.492739	0.488938	0.207	0.5052	0.486387	0.509642	0.528482	0.487128	0.189	0.4804	0.545494	0.460626	0.455845	0.493217	0.208
255000	0.6285	0.352778	0.638797	0.640678	0.0283071	0.037	0.4886	0.520398	0.480601	0.496665	0.48229	0.216	0.4657	0.577689	0.428171	0.418075	0.483127	0.22	0.6016	0.380519	0.620043	0.622367	0.0337969	0.071	0.4652	0.554152	0.43112	0.42656	0.486231	0.246	0.4865	0.517647	0.477664	0.480717	0.486342	0.214	0.633	0.368519	0.648097	0.647953	0.0177422	0.057	0.4791	0.529442	0.46675	0.481003	0.491307	0.216	0.4727	0.534815	0.449726	0.416321	0.481429	0.248	0.4803	0.528837	0.467006	0.507321	0.487929	0.218
255500	0.6468	0.385714	0.660252	0.65663	0.0123396	0.057	0.5111	0.479111	0.520387	0.52289	0.491022	0.223	0.5255	0.45	0.544612	0.530055	0.494057	0.199	0.6179	0.370149	0.635691	0.63627	0.0318359	0.065	0.5135	0.495783	0.517026	0.523774	0.493016	0.176	0.4991	0.50678	0.496728	0.51771	0.490558	0.233	0.6289	0.349315	0.650917	0.652533	0.0516546	0.075	0.4801	0.541176	0.466052	0.461091	0.483033	0.206	0.4787	0.548558	0.460354	0.458209	0.487987	0.203	0.4641	0.564912	0.434326	0.430705	0.470827	0.22
256000	0.6269	0.331818	0.655373	0.659546	0.0269782	0.095	0.478	0.5325	0.456806	0.429604	0.487691	0.282	0.4826	0.525786	0.474435	0.487399	0.49483	0.176	0.6244	0.324242	0.64561	0.644764	0.0221793	0.082	0.4912	0.546364	0.475641	0.464649	0.492644	0.243	0.483	0.531188	0.470802	0.481156	0.495571	0.211	0.6274	0.367925	0.641922	0.634725	0.0659352	0.047	0.4988	0.501471	0.498116	0.493198	0.488118	0.211	0.4801	0.551786	0.459407	0.455809	0.490205	0.228	0.4917	0.5	0.489599	0.473591	0.48167	0.197
256500	0.6357	0.338776	0.650999	0.64687	0.0300868	0.057	0.4764	0.557576	0.456359	0.49937	0.489925	0.203	0.4712	0.527322	0.458629	0.480399	0.480417	0.208	0.6438	0.35873	0.662967	0.652496	0.0123312	0.065	0.4717	0.530855	0.449932	0.445217	0.488642	0.265	0.4871	0.532819	0.47112	0.49986	0.488358	0.228	0.6736	0.323611	0.700754	0.697309	0.0155892	0.053	0.4974	0.503448	0.495573	0.459882	0.478903	0.222	0.5055	0.48374	0.512599	0.53132	0.491017	0.245	0.5239	0.487317	0.533333	0.523016	0.491923	0.214
257000	0.6372	0.343478	0.658969	0.654582	0.0303507	0.069	0.4576	0.571698	0.416463	0.437731	0.48711	0.286	0.4917	0.506019	0.487755	0.469345	0.48159	0.208	0.6543	0.291429	0.667461	0.663298	0.0312673	0.038	0.529	0.429004	0.559038	0.546204	0.487747	0.246	0.4513	0.576654	0.407941	0.460726	0.476704	0.256	0.6663	0.341892	0.692225	0.685869	0.0147172	0.064	0.4859	0.513825	0.478161	0.485544	0.486814	0.217	0.4446	0.598842	0.390688	0.422489	0.473599	0.255	0.4734	0.562452	0.441949	0.427884	0.490176	0.258
257500	0.622	0.364706	0.635827	0.638027	0.0413738	0.048	0.4977	0.508261	0.494545	0.541514	0.487789	0.248	0.4838	0.520264	0.473092	0.482954	0.484699	0.232	0.6509	0.333333	0.669027	0.660394	0.0319139	0.051	0.4951	0.520913	0.485889	0.480171	0.491632	0.274	0.4922	0.511659	0.486615	0.479724	0.492433	0.221	0.6526	0.312069	0.673567	0.678517	0.0168421	0.051	0.4338	0.613684	0.362098	0.391842	0.48356	0.278	0.4709	0.535246	0.450132	0.458087	0.491884	0.23	0.5359	0.443407	0.556479	0.534094	0.490084	0.191
258000	0.6217	0.387805	0.6317	0.628513	0.0432056	0.048	0.4785	0.504563	0.469199	0.434092	0.484196	0.254	0.4839	0.519502	0.472596	0.44685	0.486987	0.247	0.6817	0.295556	0.699895	0.691739	0.0290694	0.054	0.4688	0.555019	0.437073	0.446887	0.491975	0.262	0.5149	0.491358	0.522457	0.505937	0.497116	0.242	0.6465	0.361905	0.658977	0.662711	0.0428162	0.045	0.4756	0.541259	0.4493	0.386495	0.477462	0.267	0.4739	0.516129	0.459973	0.470614	0.482452	0.254	0.4726	0.542487	0.455886	0.465911	0.48847	0.222
258500	0.651	0.365116	0.663845	0.666773	0.0687735	0.044	0.5255	0.487879	0.532934	0.499714	0.477817	0.173	0.4755	0.547423	0.458189	0.429208	0.482287	0.186	0.676	0.322807	0.697349	0.698442	0.0186446	0.052	0.4754	0.548696	0.453506	0.470032	0.491831	0.263	0.4525	0.59375	0.395365	0.406217	0.483856	0.295	0.6233	0.358824	0.642597	0.642962	0.0375931	0.073	0.4943	0.518182	0.489199	0.496731	0.493923	0.172	0.4542	0.542925	0.43033	0.467884	0.491663	0.215	0.4826	0.523431	0.469777	0.461372	0.493471	0.251
259000	0.6184	0.351613	0.636034	0.642229	0.0892204	0.055	0.5008	0.50628	0.499369	0.495456	0.486255	0.223	0.502	0.4835	0.506625	0.523465	0.488133	0.209	0.6688	0.338356	0.694822	0.694636	0.0149285	0.072	0.4667	0.558868	0.433469	0.438861	0.482071	0.257	0.486	0.549593	0.465252	0.443365	0.486622	0.226	0.6312	0.380597	0.649196	0.645377	0.0491218	0.062	0.448	0.580556	0.41148	0.417183	0.487442	0.245	0.4454	0.602182	0.385931	0.398643	0.482512	0.25	0.5298	0.49801	0.537797	0.527865	0.48833	0.177
259500	0.6608	0.326415	0.679514	0.676287	0.0767106	0.058	0.5319	0.437872	0.560784	0.521062	0.495219	0.258	0.4518	0.569751	0.405702	0.433069	0.491838	0.29	0.6645	0.302703	0.678401	0.683437	0.0252913	0.041	0.4779	0.530612	0.46505	0.474329	0.49505	0.195	0.4815	0.534413	0.464143	0.441392	0.489583	0.25	0.6298	0.34878	0.641814	0.638156	0.0474936	0.055	0.4797	0.51107	0.468038	0.44819	0.487585	0.256	0.4718	0.552018	0.448777	0.443328	0.489267	0.222	0.5483	0.451724	0.572898	0.543648	0.485627	0.205
260000	0.6285	0.351111	0.641571	0.645379	0.073933	0.044	0.4961	0.497107	0.495778	0.516762	0.489228	0.232	0.4625	0.569112	0.425236	0.419682	0.485421	0.264	0.6602	0.304225	0.687406	0.674507	0.0235317	0.068	0.5094	0.4945	0.513125	0.460914	0.491271	0.187	0.4836	0.510887	0.474601	0.489908	0.496067	0.256	0.6247	0.348889	0.637696	0.636507	0.0500973	0.045	0.5079	0.505699	0.508426	0.486292	0.481511	0.187	0.4578	0.564762	0.408613	0.412435	0.488146	0.292	0.4759	0.568889	0.441507	0.441953	0.491015	0.261
260500	0.637	0.305333	0.663892	0.662936	0.0575669	0.086	0.4383	0.58717	0.384626	0.370065	0.47861	0.261	0.5024	0.504372	0.501958	0.454444	0.489557	0.175	0.6571	0.294286	0.684409	0.677692	0.0190553	0.064	0.4669	0.551807	0.438748	0.469241	0.49494	0.239	0.4839	0.523849	0.471353	0.482456	0.482013	0.214	0.6124	0.367442	0.623406	0.628409	0.0607121	0.045	0.4571	0.551053	0.435062	0.446648	0.494972	0.225	0.4907	0.523445	0.482048	0.494492	0.489544	0.21	0.5032	0.475576	0.510856	0.54081	0.490374	0.244
261000	0.6326	0.367857	0.648305	0.649159	0.025665	0.047	0.4918	0.512766	0.485359	0.474591	0.495861	0.229	0.4729	0.544651	0.453248	0.445451	0.483257	0.208	0.6344	0.362745	0.648999	0.648261	0.015724	0.06	0.4418	0.602963	0.382192	0.385303	0.482564	0.277	0.4761	0.505118	0.46622	0.503112	0.485558	0.219	0.6284	0.317647	0.657268	0.658497	0.0686463	0.088	0.4536	0.571628	0.421274	0.435095	0.492603	0.236	0.4744	0.54	0.455897	0.459149	0.487189	0.231	0.4484	0.577211	0.394759	0.439855	0.491775	0.289
261500	0.6504	0.360417	0.665021	0.659061	0.0275259	0.049	0.4766	0.534615	0.458877	0.439439	0.490593	0.233	0.4724	0.51381	0.461392	0.500426	0.486305	0.209	0.6424	0.340385	0.658966	0.662904	0.0167024	0.057	0.5149	0.484234	0.52365	0.544257	0.495624	0.217	0.5379	0.441743	0.564706	0.565603	0.483432	0.208	0.622	0.369355	0.638699	0.636442	0.045446	0.054	0.4944	0.511647	0.488682	0.48439	0.495868	0.254	0.4458	0.597095	0.39776	0.440015	0.48788	0.229	0.4997	0.494239	0.501453	0.508953	0.491218	0.256
262000	0.6484	0.347541	0.667945	0.66654	0.02084	0.06	0.4669	0.52809	0.444611	0.450845	0.494698	0.261	0.4426	0.580851	0.388301	0.393699	0.484406	0.265	0.6243	0.336364	0.655938	0.65325	0.0284272	0.097	0.4415	0.567219	0.387106	0.398917	0.483356	0.313	0.5065	0.479227	0.513619	0.535709	0.489868	0.211	0.6122	0.408333	0.625213	0.626098	0.0353216	0.067	0.4561	0.586131	0.407025	0.406677	0.48245	0.254	0.4841	0.524681	0.471634	0.455635	0.491513	0.224	0.471	0.546545	0.442345	0.415707	0.482707	0.263
262500	0.6371	0.378082	0.657497	0.658253	0.0221299	0.073	0.4727	0.554202	0.447244	0.430892	0.483015	0.231	0.4649	0.560504	0.435039	0.437349	0.486919	0.256	0.65	0.336	0.666526	0.672922	0.0356647	0.048	0.441	0.61082	0.366475	0.385412	0.474551	0.299	0.4498	0.550607	0.416733	0.426841	0.484574	0.241	0.624	0.376563	0.640919	0.641886	0.0191669	0.061	0.4724	0.551261	0.447769	0.465406	0.493255	0.223	0.5671	0.428025	0.593001	0.580493	0.489165	0.169	0.5124	0.47907	0.519324	0.527689	0.484887	0.184
263000	0.6327	0.304286	0.657419	0.662601	0.0170782	0.067	0.5167	0.475449	0.52497	0.540385	0.48987	0.177	0.4755	0.576604	0.439048	0.430088	0.487619	0.296	0.66	0.318519	0.679493	0.679456	0.0270999	0.066	0.5143	0.482039	0.52267	0.479118	0.495858	0.213	0.442	0.598655	0.39704	0.42446	0.481981	0.226	0.6117	0.353448	0.627601	0.623441	0.0137429	0.062	0.4933	0.514706	0.487814	0.473602	0.485587	0.211	0.5064	0.475221	0.515504	0.485084	0.492402	0.23	0.4997	0.505488	0.498565	0.522206	0.478723	0.191
